,,,,,,,,,,,,,,
LAPORAN INVENTARIS OUTLET  TAHUN 2026,,,,,,,,,,,,,,
PT GADAI SEJAHTERA INDONESIA,,,,,,,,,,,,,,
ALL OUTLET ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DAFTAR ASSET/INVENTARIS  ,,,,,,,,,,,,,,
No.,KODE ASET,KATEGORI,NAMA BARANG,KETERANGAN SPESIFIK BARANG,JUMLAH,HARGA PEROLEHAN / UNIT,TOTAL PEROLEHAN,WAKTU PEROLEHAN,LOKASI, KONDISI, MASA MANFAAT (TH),,,BEBAN PENYUSUTAN
1084,,ELEKTRONIK,KIPAS ANGIN KECIL, SANUS,1,"115,000"," Rp 115,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1085,,ELEKTRONIK,LAMPU EMERGENCY, CMOS HK-86,1,"150,000"," Rp 150,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1086,,ELEKTRONIK,ALARM EMERGENCY,,1,"200,000"," Rp 200,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1087,,ELEKTRONIK,CCTV, DAHUA,6,"150,000"," Rp 900,000 ",,GK,BAIK,,,,0
1088,,ELEKTRONIK,KALKULATOR KECIL, CITIZEN 12-DIGIT SDC-812NR ,1,"25,000"," Rp 25,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1089,,ELEKTRONIK,WIFI , ZTE ZXKNV609 INDIHOME,1,"200,000"," Rp 200,000 ",,GK,BAIK,,,,0
1090,,ELEKTRONIK,RICE COOKER, COSMOS ,1,"275,000"," Rp 275,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1091,,ELEKTRONIK,SETRIKA, MAGATA,1,"150,000"," Rp 150,000 ",,GK,BAIK,,,,0
1092,,ELEKTRONIK,REMOT SEBAGUNA , JOKER TM TV-521 TERA ,1,"20,000"," Rp 20,000 ",,GK,BAIK,,,,0
1093,,ELEKTRONIK,TIMBANGAN EMAS, KOVA,1,"60,000"," Rp 60,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1094,,ELEKTRONIK,FLASHDISK, SANDISK CRUZER BLADE 16GB ,1,"50,000"," Rp 50,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1095,,ELEKTRONIK,JAM DINDING , SIMLE,1,"30,000"," Rp 30,000 ",,GK,RUSAK BERAT,,,,0
1096,,ELEKTRONIK,TERMINAL STOP KONTAK , TERMINAL KUNINGAN (2 TERMINAL 6 LUBANG 1 TEMINAL 3 LUBANG 1 TERMINAL 4 LUBANG),4,"20,000"," Rp 80,000 ",,GK,BAIK,,,,0
1097,,ELEKTRONIK,KABEL USB IPHONE, VIVAN ,1,"8,000"," Rp 8,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1098,,ELEKTRONIK,LAMPU,PHILIPS,1,"45,000"," Rp 45,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1099,,ELEKTRONIK,KABEL USB TIPE C,TECHNIK,1,"25,000"," Rp 25,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1100,,PERALATAN PANTRY,KOMPOR, RINNAI RI -511c,1,"200,000"," Rp 200,000 ",,GK,BAIK,,,,0
1101,,PERALATAN PANTRY,GAS, TABUNG GAS 3KG MELON,1,"175,000"," Rp 175,000 ",,GK,BAIK,,,,0
1102,,PERALATAN PANTRY,REGULATOR GAS, PROPANE,1,"82,500"," Rp 82,500 ",,GK,BAIK,,,,0
1103,,PERALATAN PANTRY,WAJAN, SPESIAL,1,"26,000"," Rp 26,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1104,,PERALATAN PANTRY,PANCI,,1,"25,000"," Rp 25,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1105,,PERALATAN PANTRY,TIRISAN GORENGAN/SEROK LUBANG,,1,"15,000"," Rp 15,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1106,,PERALATAN PANTRY,PIRING , GOLDEN PLAYING FISH &LUCKY,1,"5,000"," Rp 5,000 ",,GK,BAIK,,,,0
1107,,PERALATAN PANTRY,MANGKUK, CLIO PLASTIK,1,"6,000"," Rp 6,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1108,,PERALATAN PANTRY,SENDOK, STAINLESS,1,"15,000"," Rp 15,000 ",,GK,BAIK,,,,0
1109,,PERALATAN PANTRY,PISAU,,1,"3,000"," Rp 3,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1110,,PERALATAN PANTRY,RAK PIRING,,1,"25,000"," Rp 25,000 ",,GK,BAIK,,,,0
1111,,PERALATAN PANTRY,GALON, AQUA,1,"20,000"," Rp 20,000 ",,GK,BAIK,,,,0
1112,,ATK,PULPEN, PILOT & JOYKO (HITAM),2,"6,000"," Rp 12,000 ",,GK,BAIK,,,,0
1113,,ATK,PENSIL, CREBEL,2,"4,000"," Rp 8,000 ",,GK,BAIK,,,,0
1114,,ATK,PENGHAPUS, JOYKO,1,"4,000"," Rp 4,000 ",,GK,BAIK,,,,0
1115,,ATK,PENGGARIS, KENKO,1,"12,000"," Rp 12,000 ",,GK,BAIK,,,,0
1116,,ATK,TIPE X, JOYKO,1,"5,000"," Rp 5,000 ",,GK,BAIK,,,,0
1117,,ATK,STAPLER, KENKO,1,"15,000"," Rp 15,000 ",,GK,BAIK,,,,0
1118,,ATK,GUNTING, GUNINDO & JOYKO,2,"12,000"," Rp 24,000 ",,GK,BAIK,,,,0
1119,,ATK,CUTTER,,1,"7,000"," Rp 7,000 ",,GK,BAIK,,,,0
1120,,ATK,LEM KERTAS, JOYKO,1,"2,000"," Rp 2,000 ",,GK,BAIK,,,,0
1121,,ATK,PEMBOLONG KERTAS, JOYKO,1,"15,000"," Rp 15,000 ",,GK,BAIK,,,,0
1122,,ATK,STABILO/HIGHLIGHTER, JOYKO ( ORANGE & HIJAU),2,"10,000"," Rp 20,000 ",,GK,BAIK,,,,0
1123,,ATK,TEMPAT PENSIL, V-TEC,1,"25,000"," Rp 25,000 ",,GK,BAIK,,,,0
1124,,ATK,STEMPEL BESAR, CAP GSI,1,"30,000"," Rp 30,000 ",,GK,BAIK,,,,0
1125,,ATK,STEMPEL KECIL, CAP GSI,1,"15,000"," Rp 15,000 ",,GK,BAIK,,,,0
1126,,ATK,BANTEX FILE, BANTEX,3,"20,000"," Rp 60,000 ",,GK,BAIK,,,,0
1127,,ATK,KERANJANG ATK, MASPION PLASTIK,1,"28,000"," Rp 28,000 ",,GK,BAIK,,,,0
1128,,ATK,DISPENSER LAKBAN , JOYKO,1,"24,000"," Rp 24,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1129,,ATK,LOUPE," MAGNIFIER 30X22MM 60X12MM, SILVER",1,"35,000"," Rp 35,000 ",,GK,BAIK,,,,0
1130,,ATK,BATU GOSOK EMAS,,1,"25,000"," Rp 25,000 ",,GK,BAIK,,,,0
1131,,ATK,MAGNET EMAS,,1,"3,000"," Rp 3,000 ",,GK,,,,,0
1132,,ATK,BOTOL AIR UJI EMAS ,( RUSAK),2,"55,000",,,GK,,,,,0
1133,,FURNITURE & MEBEUL,BRANGKAS, KROSBOW,1,"950,000"," Rp 950,000 ",,GK,BAIK,8,,,"118,750"
1134,,FURNITURE & MEBEUL,MEJA PELAYANAN STAFF,,2,"300,000"," Rp 600,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1135,,FURNITURE & MEBEUL,MEJA DAPUR,,1,"300,000"," Rp 300,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1136,,FURNITURE & MEBEUL,KURSI PELAYANAN STAFF, NAPOLY & LEXUS,4,"100,000"," Rp 400,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1137,,FURNITURE & MEBEUL,KURSI NASABAH ,,1,"1,000,000"," Rp 1,000,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1138,,FURNITURE & MEBEUL,KASUR,,3,"195,000"," Rp 585,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1139,,FURNITURE & MEBEUL,LEMARI PAKAIAN,,2,"150,000"," Rp 300,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1140,,FURNITURE & MEBEUL,PARTISI PENYEKAT RUANGAN,,4,"50,000"," Rp 200,000 ",,GK,BAIK,,,,0
1141,,FURNITURE & MEBEUL,TERALIS SET PINTU + PELAYANAN,,1,"4,387,500"," Rp 4,387,500 ",,GK,BAIK,8,,,"548,438"
1142,,RTK,TEMPAT SAMPAH, LION STAR,3,"16,000"," Rp 48,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1143,,RTK,BANTAL, PESONA PILOWS,1,"20,000"," Rp 20,000 ",,GK,BAIK,,,,0
1144,,RTK,SELIMUT,,1,"30,000"," Rp 30,000 ",,GK,BAIK,,,,0
1145,,RTK,EMBER, LION STAR & NIPONPAINT,2,"35,000"," Rp 70,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1146,,RTK,GAYUNG,,1,"10,000"," Rp 10,000 ",,GK,BAIK,,,,0
1147,,RTK,SIKAT TOILET,,2,"10,000"," Rp 20,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1148,,RTK,SIKAT BAJU, MAGATA,1,"5,000"," Rp 5,000 ",,GK,BAIK,,,,0
1149,,RTK,SARUNG BANTAL ,,1,"15,000"," Rp 15,000 ",,GK,BAIK,,,,0
1150,,RTK,SARUNG GULING,,1,"15,000"," Rp 15,000 ",,GK,BAIK,,,,0
1151,,RTK,LAP KANEBO,,1,"10,000"," Rp 10,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1152,,RTK,SAPU, PALEM ROOM,2,"32,000"," Rp 64,000 ",,GK,BAIK,,,,0
1153,,RTK,PEL,,1,"15,000"," Rp 15,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1154,,RTK,PENGKI/SEROKAN SAMPAH, APOLO,1,"10,000"," Rp 10,000 ",,GK,BAIK,,,,0
1155,,RTK,SAPU LIDI,,1,"12,000"," Rp 12,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1156,,RTK,GANTUNGAN BAJU TEMPEL, BORMA,2,"13,000"," Rp 26,000 ",,GK,BAIK,,,,0
1157,,RTK,GEMBOK BESAR, SOLID (50MM 4PCS) & (60MM 1PCS),5,"300,000"," Rp 1,500,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1158,,RTK,GEMBOK KECIL, AMERICAN 2PCS ,2,"30,000"," Rp 60,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1159,,RTK,GEMBOK ANGKA,,1,"25,000"," Rp 25,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1160,,RTK,GEMBOK BRANGKAS,,1,"25,000"," Rp 25,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1161,,RTK,TAS UANG, PEGE,1,"30,000"," Rp 30,000 ",,GK,BAIK,,,,0
1162,,RTK,DOMPET UANG,,1,"10,000"," Rp 10,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1163,,RTK,KOTAK BROSUR AKRILIK,,1,"30,000"," Rp 30,000 ",,GK,RUSAK,,,,0
1164,,ELEKTRONIK,KABEL VGA,,1,"25,000"," Rp 25,000 ",,GK,BAIK,,,,0
1165,,ELEKTRONIK,ADAPTOR,VIVAN & SIPER,3,"35,000"," Rp 105,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1166,,RTK,KEMOCENG,,1,"15,000"," Rp 15,000 ",,GK,RUSAK,,,,0
1167,,ATK,MAP KUNING,INTER XPOLDER,2,"26,000"," Rp 52,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1168,,ATK,KERANJANG SABUN,ROTA,1,"29,000"," Rp 29,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1169,,ATK,HANGER,,10,"25,000"," Rp 250,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1170,,RTK,PAPAN MOTOR,,1,0, Rp - ,,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1171,,ELEKTRONIK,ADAPTOR JARINGAN AC DC,JMK,1,"65,000"," Rp 65,000 ",,GK,,,,,0
1172,,ELEKTRONIK,DVR DAHUA 5MP,DAHUA,1,"950,000"," Rp 950,000 ",,GK,,3,,,"316,667"
1173,,ELEKTRONIK,MUDUL ON OFF PC JARAK JAUH,BARDI PUTIH),1,"95,000"," Rp 95,000 ",,GK,,,,,0
1174,,ELEKTRONIK,MUDUL ON OFF PC JARAK JAUH,HITAM),1,"90,000"," Rp 90,000 ",,GK,,,,,0
1175,,FURNITURE & MEBEUL,KOTAK AKRILIK,,1,"100,000"," Rp 100,000 ",,GK,,,,,0
1176,,FURNITURE & MEBEUL,RAK BESI,TIANG BESI,12,"60,000"," Rp 720,000 ",,GK,,,,,0
1177,,FURNITURE & MEBEUL,RAK BESI,SIKU SLAT BESI,12,"10,000"," Rp 120,000 ",,GK,,,,,0
1178,,FURNITURE & MEBEUL,RAK BESI,BESI FLAT,15,"60,000"," Rp 900,000 ",,GK,,,,,0
1179,,ELEKTRONIK,LAPTOP ,LP HP ELITEBOOK 745 C6 AND RYZEN 5,1,"4,000,000"," Rp 4,000,000 ",,JT,SEBAGIAN KEYBOARD TIDAK BERFUNSI,3,,,"1,333,333"
1180,,ELEKTRONIK,TV," AOYAMA 20'' T2 DIGITAL, BLACK",1,"750,000"," Rp 750,000 ",,JT,BAIK,2,,,"375,000"
1181,,ELEKTRONIK,PRINTER ,HP INK TANK 115,1,"1,200,000"," Rp 1,200,000 ",,JT,BAIK,3,,,"400,000"
1182,,ELEKTRONIK,MOUSE ,OKAYA,1,"15,000"," Rp 15,000 ",,JT,BAIK,,,,0
1183,,ELEKTRONIK,KEYBOARD,M-TECH ,1,"25,000"," Rp 25,000 ",,JT,BODY PINGGIR ADA YANG PECAH,,,,0
1184,,ELEKTRONIK,MONEY DETECTOR,COUNTERFEIT DETECTOR MODEL 318,1,"80,000"," Rp 80,000 ",,JT,BAIK,,,,0
1185,,ELEKTRONIK,WEB CAM/CAMERA NASABAH ,JQVITEK CM08 1080P FULL HD,1,"80,000"," Rp 80,000 ",,JT,TIDAK BERFUNGSI,,,,0
1186,,ELEKTRONIK,KIPAS ANGIN BESAR,COSMOS 12DS,1,"200,000"," Rp 200,000 ",,JT,,,,,0
1187,,ELEKTRONIK,KIPAS ANGIN BESAR,SANEX,1,"180,000"," Rp 180,000 ",,JT,BAIK,,,,0
1188,,ELEKTRONIK,LAMPU EMERGENCY, CMOS HK-86,1,"150,000"," Rp 150,000 ",,JT,TIDAK ADA CASANNYA,,,,0
1189,,ELEKTRONIK,CCTV,XIAOMI,1,"400,000"," Rp 300,000 ",,JT,BAIK,,,,0
1190,,ELEKTRONIK,CCTV,DAHUA,1,"150,000"," Rp 150,000 ",,JT,FRAME PECAH,,,,0
1191,,ELEKTRONIK,WIFI ,  HUAWEI,1,"200,000"," Rp 200,000 ",,JT,BAIK,,,,0
1192,,ELEKTRONIK,RICE COOKER,  MIYAKO,1,"180,000"," Rp 180,000 ",,JT,BAIK,,,,0
1193,,ELEKTRONIK,SETRIKA,  COSMOS,1,"140,000"," Rp 140,000 ",,JT,BAIK,,,,0
1194,,ELEKTRONIK,REMOT SEBAGUNA , JOKER TM TV-521 TERA ,1,"20,000"," Rp 20,000 ",,JT,BAIK,,,,0
1195,,ELEKTRONIK,TIMBANGAN EMAS,KOVA,2,"50,000"," Rp 100,000 ",,JT,TIDAK BAIK/BAIK,,,,0
1196,,ELEKTRONIK,FLASHDISK, SANDISK CRUZER BLADE 16GB ,1,"50,000"," Rp 50,000 ",,JT,BAIK,,,,0
1197,,ELEKTRONIK,TERMINAL STOP KONTAK ,2 UTICON DAN ELTRON,2,"20,000"," Rp 40,000 ",,JT,BAIK,,,,0
1198,,ELEKTRONIK,KABEL USB IPHONE,,1,"10,000"," Rp 10,000 ",,JT,BAIK,,,,0
1199,,ELEKTRONIK,KABEL HDMI,,1,"15,000"," Rp 15,000 ",,JT,BAIK,,,,0
1200,,ELEKTRONIK,LAMPU,,12,"25,000"," Rp 300,000 ",,JT,BAIK,,,,0
1201,,PERALATAN PANTRY,KOMPOR, RINNAI RI -511c,1,"200,000"," Rp 200,000 ",,JT,BAIK,,,,0
1202,,PERALATAN PANTRY,GAS,  LPG 3 KG,1,"100,000"," Rp 100,000 ",,JT,BAIK,,,,0
1203,,PERALATAN PANTRY,REGULATOR GAS,,1,"25,000"," Rp 25,000 ",,JT,BAIK,,,,0
1204,,PERALATAN PANTRY,WAJAN,,1,"25,000"," Rp 25,000 ",,JT,BAIK,,,,0
1205,,PERALATAN PANTRY,PANCI,,1,"25,000"," Rp 25,000 ",,JT,,,,,0
1206,,PERALATAN PANTRY,SPATULA,,1,"15,000"," Rp 15,000 ",,JT,,,,,0
1207,,PERALATAN PANTRY,PIRING ,,3,"5,000"," Rp 15,000 ",,JT,BAIK,,,,0
1208,,PERALATAN PANTRY,MANGKUK,,1,"5,000"," Rp 5,000 ",,JT,BAIK,,,,0
1209,,PERALATAN PANTRY,SENDOK,,2,"2,500"," Rp 5,000 ",,JT,BAIK,,,,0
1210,,PERALATAN PANTRY,PAPAN POTONG / TALENAN,,1,"10,000"," Rp 10,000 ",,JT,BAIK,,,,0
1211,,PERALATAN PANTRY,GALON,,1,"20,000"," Rp 20,000 ",,JT,BAIK,,,,0
1212,,ATK,PULPEN,STANDAR DAN JOYKO,2,"6,000"," Rp 12,000 ",,JT,BAIK,,,,0
1213,,ATK,PENSIL,,1,"1,000"," Rp 1,000 ",,JT,BAIK,,,,0
1214,,ATK,PENGGARIS,,1,"12,000"," Rp 12,000 ",,JT,BAIK,,,,0
1215,,ATK,TIPE X,,1,"2,500"," Rp 2,500 ",,JT,BAIK,,,,0
1216,,ATK,STAPLER,,3,"2,500"," Rp 7,500 ",,JT,BAIK,,,,0
1217,,ATK,GUNTING,,1,"12,000"," Rp 12,000 ",,JT,BAIK,,,,0
1218,,ATK,STABILO/HIGHLIGHTER,,3,"10,000"," Rp 30,000 ",,JT,BAIK,,,,0
1219,,ATK,SPIDOL,,1,"15,000"," Rp 15,000 ",,JT,BAIK,,,,0
1220,,ATK,TEMPAT PENSIL,,1,"10,000"," Rp 10,000 ",,JT,BAIK,,,,0
1221,,ATK,STEMPEL BESAR, CAP GSI,1,"30,000"," Rp 30,000 ",,JT,BAIK,,,,0
1222,,ATK,STEMPEL KECIL, CAP GSI,1,"15,000"," Rp 15,000 ",,JT,BAIK,,,,0
1223,,ATK,BANTEX FILE,,4,"20,000"," Rp 80,000 ",,JT,BAIK,,,,0
1224,,ATK,KERANJANG ATK,,1,"10,000"," Rp 10,000 ",,JT,BAIK,,,,0
1225,,ATK,DISPENSER LAKBAN ,JOYKO,2,"24,000"," Rp 48,000 ",,JT,BAIK,,,,0
1226,,ATK,LOUPE,"MAGNIFIER 30X22MM 60X12MM, SILVER",1,"35,000"," Rp 35,000 ",,JT,BAIK,,,,0
1227,,ATK,BATU GOSOK EMAS,,1,"25,000"," Rp 25,000 ",,JT,BAIK,,,,0
1228,,FURNITURE & MEBEUL,RAK BARANG,TIANG BESI,12,"60,000"," Rp 250,000 ",,JT,,,,,0
1229,,FURNITURE & MEBEUL,RAK BARANG,BESI FLAT,15,"60,000"," Rp 300,000 ",,JT,,,,,0
1230,,FURNITURE & MEBEUL,MEJA PELAYANAN STAFF,,2,"300,000"," Rp 600,000 ",,JT,BAIK,,,,0
1231,,FURNITURE & MEBEUL,KURSI PELAYANAN STAFF,,2,"100,000"," Rp 200,000 ",,JT,BAIK,,,,0
1232,,FURNITURE & MEBEUL,KURSI NASABAH ,,1,"1,000,000"," Rp 1,000,000 ",,JT,BAIK,,,,0
1233,,FURNITURE & MEBEUL,RANJANG TINGKAT,,1,"500,000"," Rp 500,000 ",,JT,BAIK,,,,0
1234,,FURNITURE & MEBEUL,KASUR,,5,"100,000"," Rp 500,000 ",,JT,BAIK,,,,0
1235,,FURNITURE & MEBEUL,LEMARI PAKAIAN,LEMARI KAYU,2,"15,000"," Rp 30,000 ",,JT,BAIK,,,,0
1236,,FURNITURE & MEBEUL,BINGKAI/FIGURA,,3,"20,000"," Rp 60,000 ",,JT,BAIK,,,,0
1237,,FURNITURE & MEBEUL,TERALIS SET PINTU + PELAYANAN,,1,"4,079,167"," Rp 4,079,167 ",,JT,BAIK,8,,,"509,896"
1238,,RTK,TEMPAT SAMPAH,,3,"25,000"," Rp 75,000 ",,JT,BAIK,,,,0
1239,,RTK,BANTAL,,1,"20,000"," Rp 20,000 ",,JT,BAIK,,,,0
1240,,RTK,SELIMUT,,1,"30,000"," Rp 30,000 ",,JT,BAIK,,,,0
1241,,RTK,EMBER,,2,"20,000"," Rp 40,000 ",,JT,BAIK,,,,0
1242,,RTK,GAYUNG,,1,"10,000"," Rp 10,000 ",,JT,BAIK,,,,0
1243,,RTK,SIKAT TOILET,,1,"10,000"," Rp 10,000 ",,JT,BAIK,,,,0
1244,,RTK,SARUNG BANTAL ,,1,"15,000"," Rp 15,000 ",,JT,BAIK,,,,0
1245,,RTK,SARUNG GULING,,1,"15,000"," Rp 15,000 ",,JT,BAIK,,,,0
1246,,RTK,LAP KANEBO,,1,"10,000"," Rp 10,000 ",,JT,BAIK,,,,0
1247,,RTK,SAPU,,1,"15,000"," Rp 15,000 ",,JT,BAIK,,,,0
1248,,RTK,PEL,,1,"15,000"," Rp 15,000 ",,JT,BAIK,,,,0
1249,,RTK,PENGKI/SEROKAN SAMPAH,,1,"15,000"," Rp 15,000 ",,JT,BAIK,,,,0
1250,,RTK,GEMBOK BESAR,AMERICA 50 CM/60 CM,2,"300,000"," Rp 300,000 ",,JT,7 BAIK 1 SLEK,,,,0
1251,,RTK,GEMBOK BESAR,SOLID 50 CM,3,"100,000"," Rp 50,000 ",,JT,,,,,0
1252,,RTK,GEMBOK BESAR,BL,1,"80,000"," Rp 30,000 ",,JT,,,,,0
1253,,RTK,GEMBOK BESAR,WILMER,1,"80,000"," Rp 20,000 ",,JT,,,,,0
1254,,RTK,GEMBOK ANGKA,,2,"50,000"," Rp 100,000 ",,JT,1 BAIK 1 SLEK,,,,0
1255,,RTK,RANTAI ,,1,"50,000"," Rp 50,000 ",,JT,BAIK,,,,0
1256,,RTK,TAS UANG,,1,"30,000"," Rp 30,000 ",,JT,BAIK,,,,0
1257,,RTK,DOMPET UANG,,1,"10,000"," Rp 10,000 ",,JT,SLETING DOL,,,,0
1258,,RTK,KOTAK BROSUR AKRILIK,,1,"30,000"," Rp 30,000 ",,JT,TIDAK BAIK,,,,0
1259,,RTK,APAR,,1,"100,000"," Rp 100,000 ",,JT,KADALUARSA,,,,0
1260,,ATK,PULPEN,STANDARD AE7,1,"2,500"," Rp 2,500 ",,KI,BAIK,,,,0
1261,,ATK,PENSIL,FARBER CASTELL,1,"2,000"," Rp 2,000 ",,KI,BAIK,,,,0
1262,,ATK,PENGHAPUS,JOYKO ,2,"2,000"," Rp 4,000 ",,KI,BAIK,,,,0
1263,,ATK,PENGGARIS,JOYKO ,2,"5,000"," Rp 10,000 ",,KI,BAIK,,,,0
1264,,ATK,SERUTAN,,,, Rp - ,,KI,,,,,0
1265,,ATK,TIPE X,,,, Rp - ,,KI,,,,,0
1266,,ATK,STAPLER,KENKO HD10,1,"15,000"," Rp 15,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1267,,ATK,GUNTING,JOYKO ,1,"12,000"," Rp 12,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1268,,ATK,CUTTER,,,, Rp - ,,KI,,,,,0
1269,,ATK,LEM KERTAS,KENKO ,1,"2,000"," Rp 2,000 ",,KI,BAIK,,,,0
1270,,ATK,PEMBOLONG KERTAS,JOYKO NO.30XL,1,"15,000"," Rp 15,000 ",24-Okt-25,KI,BAIK,,,,0
1271,,ATK,STABILO/HIGHLIGHTER,"KENKO HL100 (2 OREN, 1 HIJAU, 1 KUNING)",4,"10,000"," Rp 40,000 ",,KI,BAIK,,,,0
1272,,ATK,SPIDOL,SNOWMAN,1,"12,000"," Rp 12,000 ",,KI,BAIK,,,,0
1273,,ATK,TEMPAT PENSIL,JOYKO,1,"12,000"," Rp 12,000 ",,KI,BAIK,,,,0
1274,,ATK,STEMPEL BESAR,CAP GSI,1,"30,000"," Rp 30,000 ",,KI,BAIK,,,,0
1275,,ATK,STEMPEL KECIL,CAP GSI,1,"15,000"," Rp 15,000 ",,KI,BAIK,,,,0
1276,,ATK,BANTEX FILE,,,, Rp - ,,KI,,,,,0
1277,,ATK,BINDEX FILE,BINDEX ,17,"20,000"," Rp 340,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1278,,ATK,KERANJANG ATK,MASPION B KA 117,1,"20,000"," Rp 20,000 ",,KI,BAIK,,,,0
1279,,ATK,DISPENSER LAKBAN ,JOYKO,1,"24,000"," Rp 24,000 ",,KI,BAIK,,,,0
1280,,ATK,LOUPE,"MAGNIFIER 30X22MM 60X12MM, SILVER",1,"35,000"," Rp 35,000 ",,KI,BAIK,,,,0
1281,,ATK,BATU GOSOK EMAS,,1,"25,000"," Rp 25,000 ",,KI,BAIK,,,,0
1282,,ATK,SERUTAN PENSIL,DAIMARSE,1,"1,000"," Rp 1,000 ",,KI,BAIK,,,,0
1283,,ATK,BUKU LOGBOOK,,3,"6,000"," Rp 18,000 ",,KI,BAIK,,,,0
1284,,ATK,BUKU STOK GUDANG,,2,"6,000"," Rp 12,000 ",,KI,BAIK,,,,0
1285,,ATK,MAGNET EMAS ,,1,"1,260"," Rp 1,260 ",,KI,BAIK,,,,0
1286,,ATK ,BOTOL AIR UJI EMAS,,2,"25,000"," Rp 50,000 ",,KI,BAIK,,,,0
1287,,ELEKTRONIK,LAPTOP ,LP HP 14SCF1XXX INTEL® CELERON® 4205U RAM 8/476 GB SSD ,1,"2,500,000"," Rp 2,500,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,3,,,"833,333"
1288,,ELEKTRONIK,TV,"AOYAMA 20'' T2 DIGITAL, BLACK",1,"750,000"," Rp 750,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,2,,,"375,000"
1289,,ELEKTRONIK,PRINTER ,HP INK TANK 115,1,"1,200,000"," Rp 1,200,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,3,,,"400,000"
1290,,ELEKTRONIK,MOUSE ,MTECH,1,"20,000"," Rp 20,000 ",,KI,BAIK,,,,0
1291,,ELEKTRONIK,KEYBOARD,,,, Rp - ,,KI,,,,,0
1292,,ELEKTRONIK,MONEY DETECTOR,COUNTERFEIT DETECTOR MODEL 318,1,"80,000"," Rp 80,000 ",,KI,BAIK,,,,0
1293,,ELEKTRONIK,WEB CAM/CAMERA NASABAH ,KNUP HD 720P KPCW100 USB 2.0 CMOS ,1,"70,000"," Rp 70,000 ",,KI,BAIK,,,,0
1294,,ELEKTRONIK,KIPAS ANGIN BESAR,,,, Rp - ,,KI,,,,,0
1295,,ELEKTRONIK,KIPAS ANGIN KECIL,MYV,4,"150,000"," Rp 600,000 ",,KI,"2 RUSAK, 2 RUSAK RINGAN BISA DI PAKAI",,,,0
1296,,ELEKTRONIK,LAMPU EMERGENCY,CMOS HK86,1,"200,000"," Rp 200,000 ",,KI,BAIK,,,,0
1297,,ELEKTRONIK,ALARM EMERGENCY,,1,"200,000"," Rp 200,000 ",,KI,BAIK,,,,0
